Epoch:0 Loss:3.27
Epoch:0 Loss:3.25
Epoch:1 Loss:2.82
Epoch:1 Loss:2.82
Epoch:2 Loss:2.61
Epoch:2 Loss:2.59
Epoch:3 Loss:2.46
Epoch:3 Loss:2.45
Epoch:4 Loss:2.36
Epoch:4 Loss:2.35
Epoch:5 Loss:2.29
Epoch:5 Loss:2.28
Epoch:6 Loss:2.23
Epoch:6 Loss:2.23
Epoch:7 Loss:2.19
Epoch:7 Loss:2.19
Epoch:8 Loss:2.15
Epoch:8 Loss:2.15
Epoch:9 Loss:2.12
Epoch:9 Loss:2.11
Epoch:10 Loss:2.09
Epoch:10 Loss:2.08
Epoch:11 Loss:2.06
Epoch:11 Loss:2.06
Epoch:12 Loss:2.04
Epoch:12 Loss:2.03
Epoch:13 Loss:2.02
Epoch:13 Loss:2.01
Epoch:14 Loss:2.00
Epoch:14 Loss:1.99
Epoch:15 Loss:1.98
Epoch:15 Loss:1.98
Epoch:16 Loss:1.97
Epoch:16 Loss:1.96
Epoch:17 Loss:1.95
Epoch:17 Loss:1.95
Epoch:18 Loss:1.94
Epoch:18 Loss:1.93
Epoch:19 Loss:1.92
Epoch:19 Loss:1.93
Epoch:20 Loss:1.91
Epoch:20 Loss:1.91
Epoch:21 Loss:1.90
Epoch:21 Loss:1.90
Epoch:22 Loss:1.89
Epoch:22 Loss:1.88
Epoch:23 Loss:1.88
Epoch:23 Loss:1.88
Epoch:24 Loss:1.87
Epoch:24 Loss:1.87
Epoch:25 Loss:1.86
Epoch:25 Loss:1.86
Epoch:26 Loss:1.86
Epoch:26 Loss:1.85
Epoch:27 Loss:1.85
Epoch:27 Loss:1.85
Epoch:28 Loss:1.84
Epoch:28 Loss:1.84
Epoch:29 Loss:1.83
Epoch:29 Loss:1.83
Epoch:30 Lce:0.46 Lu:0.00 penalty:0.00 Lfix:0.42 Lls:0.28 Lsim:0.00
Epoch:30 Lce:0.45 Lu:0.00 penalty:0.00 Lfix:0.41 Lls:0.28 Lsim:0.00
Epoch:31 Lce:0.39 Lu:0.00 penalty:0.00 Lfix:0.35 Lls:0.26 Lsim:0.00
Epoch:31 Lce:0.40 Lu:0.00 penalty:0.00 Lfix:0.35 Lls:0.26 Lsim:0.00
Epoch:32 Lce:0.37 Lu:0.00 penalty:0.00 Lfix:0.34 Lls:0.24 Lsim:0.00
Epoch:32 Lce:0.37 Lu:0.00 penalty:0.00 Lfix:0.34 Lls:0.24 Lsim:0.00
Epoch:33 Lce:0.36 Lu:0.00 penalty:0.00 Lfix:0.33 Lls:0.23 Lsim:0.00
Epoch:33 Lce:0.36 Lu:0.00 penalty:0.00 Lfix:0.33 Lls:0.24 Lsim:0.00
Epoch:34 Lce:0.38 Lu:0.00 penalty:0.00 Lfix:0.34 Lls:0.24 Lsim:0.00
Epoch:34 Lce:0.36 Lu:0.00 penalty:0.00 Lfix:0.32 Lls:0.23 Lsim:0.00
Epoch:35 Lce:0.36 Lu:0.00 penalty:0.00 Lfix:0.31 Lls:0.23 Lsim:0.00
Epoch:35 Lce:0.36 Lu:0.00 penalty:0.00 Lfix:0.32 Lls:0.23 Lsim:0.00
Epoch:36 Lce:0.35 Lu:0.00 penalty:0.00 Lfix:0.32 Lls:0.22 Lsim:0.00
Epoch:36 Lce:0.36 Lu:0.00 penalty:0.00 Lfix:0.31 Lls:0.22 Lsim:0.00
Epoch:37 Lce:0.36 Lu:0.00 penalty:0.00 Lfix:0.30 Lls:0.22 Lsim:0.00
Epoch:37 Lce:0.36 Lu:0.00 penalty:0.00 Lfix:0.32 Lls:0.22 Lsim:0.00
Epoch:38 Lce:0.35 Lu:0.00 penalty:0.00 Lfix:0.30 Lls:0.22 Lsim:0.00
Epoch:38 Lce:0.37 Lu:0.00 penalty:0.00 Lfix:0.30 Lls:0.22 Lsim:0.00
Epoch:39 Lce:0.35 Lu:0.00 penalty:0.00 Lfix:0.30 Lls:0.21 Lsim:0.00
Epoch:39 Lce:0.38 Lu:0.00 penalty:0.00 Lfix:0.33 Lls:0.23 Lsim:0.00
Epoch:40 Lce:0.35 Lu:0.00 penalty:0.00 Lfix:0.29 Lls:0.20 Lsim:0.00
Epoch:40 Lce:0.35 Lu:0.00 penalty:0.00 Lfix:0.29 Lls:0.22 Lsim:0.00
Epoch:41 Lce:0.35 Lu:0.00 penalty:0.00 Lfix:0.29 Lls:0.22 Lsim:0.00
